ID,SampleCode,SiteCode,DateTime,pH,EC - Electrical Conductivity ,Alkalinity,H+,NH4,Ca,Mg,Na,Cl,NO3,SO4,PO4
1,6.0115 SG,P300,5/3/2006 11:25,6.96,35,316.58,0.11,0.0099,40.55,0.63588,2.27907,0.37135,0.02294,0.22638,0.291
1,6.01151 SG,P300,5/17/2006 9:30,7.04,38.9,350.12,0.09,0.0099,45.98,0.71292,2.62407,0.4046,0.02294,0.21952,0.27645
1,6.01152 SG,P300,5/17/2006 9:31,NA,NA,354.54,,0.0099,46.12,0.71196,2.63511,0.4165,0.02604,0.21952,0.25802
1,6.02309 SG,P300,5/31/2006 9:10,6.83,61.4,400.78,0.15,0.0099,50.502,0.7998,2.97827,0.4452,0.0248,0.20825,0.28421
1,6.0231 SG,P300,6/14/2006 8:02,7.01,46.3,446.36,0.1,0.0099,50.99,0.87384,3.21632,0.4382,0.02604,0.19894,0.25414
1,6.0263 SG,P300,7/12/2006 8:45,7.19,51.8,547.78,0.06,0.0099,58.984,1.00032,3.68161,0.47495,0.03596,0.19502,0.28712
1,6.02631 SG,P300,8/17/2006 7:48,7.22,62.7,632.94,0.06,0.0099,58.766,1.12476,4.03972,0.57645,0.04588,0.20727,0.2619
1,6.02647 SG,P300,9/18/2006 8:10,7.11,63.3,599.44,0.08,0.02304,72.688,1.18104,4.20877,0.66045,0.02914,0.29694,0.19885
1,6.02648 SG,P300,9/18/2006 8:11,7.11,63.3,608.34,0.08,0.01998,73.516,1.18104,4.20785,0.66325,0.00992,0.27342,0.21728
1,7.00002 SG,P300,10/2/2006 8:37,6.89,64.8,627.8,0.13,0.0099,77.09,1.2402,4.31779,1.008,0.1271,0.31017,0.31719
1,7.00031 SI,P300,11/13/2006 22:33,7.31,65.4,584.68,0.05,0.0099,74.356,1.19676,4.14184,1.2439,0.00992,0.31703,0.51992
1,7.00043 SG,P300,11/14/2006 10:42,7.48,58.6,590.76,0.03,0.0099,77.498,1.26492,4.2849,1.60825,0.00992,0.32438,0.41225
1,7.00052 SI,P300,11/14/2006 3:38,7.42,68.1,578.22,0.04,0.04086,75.972,1.27476,4.17473,2.0832,0.00992,0.34986,0.53447
1,7.00045 SG,P300,11/29/2006 9:58,6.8,63.9,577.06,0.16,0.0099,74.326,1.21056,4.13471,0.7196,0.00992,0.31507,0.28712
1,7.00026 SG,P300,12/12/2006 11:08,7.13,55.5,513.28,0.07,0.0099,63.626,1.02108,3.52452,0.77595,0.05394,0.29498,0.37927
1,7.00134 SI,P300,12/26/2006 21:41,7.79,67.3,497.86,0.02,0.0099,69.016,1.02,3.88079,0.68005,0.00992,0.30086,0.31719
1,7.00141 SG,P300,12/27/2006 10:52,7.68,58.6,413.52,0.02,0.02304,61.95,0.96372,3.41044,0.7217,0.01984,0.31017,0.32398
1,7.00135 SI,P300,12/27/2006 0:48,7.74,53,376.56,0.02,0.0099,54.514,0.82356,3.02841,0.58835,0.05208,0.2989,0.37539
1,7.00138 SI,P300,12/27/2006 3:12,7.6,49.6,323.36,0.03,0.0099,50.91,0.78012,2.82624,0.58555,0.07502,0.29988,0.37927
1,7.00178 SG,P300,1/9/2007 10:21,7.31,58.4,508.8,0.05,0.02502,70.272,1.19976,3.93461,0.6783,0.00992,0.3185,0.31719
1,7.00239 SG,P300,1/25/2007 17:06,7.07,61.5,525.3,0.09,0.0099,69.844,1.18992,4.05375,0.75915,0.02604,0.33957,0.30264
1,7.00325 SG,P300,2/8/2007 10:00,7.26,61.3,533.82,0.05,0.0099,68.108,1.0674,3.90862,0.64365,0.00992,0.3185,0.291
1,7.0032 SG,P300,2/10/2007 16:40,7.29,44.5,386.44,0.05,0.0099,54.554,0.95388,3.08131,0.58625,0.11718,0.27048,0.40158
1,7.003 SG,P300,2/21/2007 12:22,7.43,55.8,497.64,0.04,0.0099,65.212,1.14252,3.75866,0.6349,0.0217,0.31115,0.26869
1,7.00097 SG,P300,3/7/2007 11:12,7.48,53.6,513.76,0.03,0.03492,62.468,1.03284,3.53763,0.5747,0.00992,0.294,0.28712
1,7.00119 SG,P300,3/20/2007 12:54,7.24,49.5,498.18,0.06,0.0099,59.514,0.89268,3.44149,0.539,0.0248,0.28371,0.28712
1,7.00101 SG,P300,3/21/2007 10:50,6.8,46.1,460.76,0.16,0.03492,55.572,0.89952,3.1464,0.51135,0.00992,0.27146,0.27257
1,7.00448 SG,P300,4/3/2007 10:20,7.47,52.2,505.7,0.03,0.0279,59.514,0.948,3.63469,0.532,0.00992,0.27048,0.16199
1,7.00432 SG,P300,4/17/2007 12:45,7.21,56.7,518.44,0.06,0.0099,65.452,0.94404,3.72761,0.53305,0.00992,0.27734,0.18818
1,7.00355 SG,P300,5/1/2007 11:50,7.4,57.7,474.2,0.04,0.02502,67.428,1.01604,3.8456,0.5173,0.00992,0.26215,0.20273
1,7.00402 SG,P300,5/15/2007 11:00,7.58,60.3,591.44,0.03,0.0099,71.182,1.06056,4.02477,0.4984,0.00992,0.26215,0.18818
1,7.00543 SG,P300,5/30/2007 9:15,7.48,59.5,582.88,0.03,0.02304,74.316,1.15632,4.17772,0.47985,0.00992,0.25627,0.19885
1,7.00551 SG,P300,6/11/2007 10:02,7.33,56.5,583.24,0.05,0.03294,72.478,1.182,4.24074,0.52325,0.00992,0.26215,0.27257
1,7.00566 SG,P300,7/18/2007 11:57,7.64,60.7,569.64,0.02,0.0099,79.106,1.24224,4.58298,0.5656,0.03224,0.27538,0.26869
1,7.00576 SG,P300,8/8/2007 14:25,7.49,73.8,624.4,0.03,0.0099,79.386,1.23036,4.58689,0.65065,0.00992,0.28567,0.22504
1,7.00587 SG,P300,9/13/2007 13:26,7.65,76.4,682.02,0.02,0.0099,89.546,1.4052,4.78814,0.8491,0.02976,0.30282,0.28033
2,3.08821 SG,P301,10/16/2003 10:50,6.28,31.8,494.78,0.52,0.0099,69.324,0.84828,3.50152,0.5222,0.00992,0.28371,0.12513
2,3.08822 SG,P301,11/4/2003 12:48,7.75,27.9,431.88,0.02,0.0099,58.076,0.70704,3.14939,0.77805,0.00992,0.29988,0.10282
2,3.08787 SI,P301,11/8/2003 19:08,7.5,24.1,350.3,0.03,0.0099,50.87,0.66852,3.06636,1.15815,0.00992,0.34986,0.2619
2,3.08768 SI,P301,11/9/2003 13:08,6.86,21.8,226.14,0.14,0.0099,49.594,0.60624,3.1303,2.9449,0.05518,0.41111,0.13968
2,3.08796 SI,P301,11/10/2003 7:08,7.47,26.1,401.38,0.03,0.0099,50.002,0.64188,3.19631,1.92325,0.02418,0.30184,0.15132
2,3.08769 SI,P301,11/11/2003 1:08,7.38,24.2,345.64,0.04,0.0099,53.246,0.65076,3.22736,1.6814,0.00992,0.29302,0.03686
2,3.0877 SI,P301,11/11/2003 19:08,7.44,23.2,366.02,0.04,0.0099,52.618,0.6468,3.19746,1.3566,0.00992,0.25627,0.03686
2,3.08823 SG,P301,11/12/2003 12:30,7.4,25,327.16,0.04,0.0099,56.05,0.65964,3.14732,1.1886,0.00992,0.25921,0.15811
2,3.08824 SG,P301,11/26/2003 11:00,8.1,22.5,440.96,0.01,0.0099,53.256,0.62796,3.03738,0.5992,0.00992,0.23961,0.1067
2,3.08825 SG,P301,12/7/2003 11:10,7.1,21.7,219.8,0.08,0.0099,46.11,0.5214,2.87224,0.85575,0.00992,0.24059,0.12901
2,3.08771 SI,P301,12/7/2003 0:22,7.14,21.5,270,0.07,0.0099,48.306,0.5964,0,0.7287,0.00992,0.25284,0.09215
2,3.08772 SI,P301,12/7/2003 3:56,7.16,20.7,416.7,0.07,0.0099,41.598,0.52536,2.87017,0.9982,0.00992,0.24892,0.11446
2,3.08775 SI,P301,12/7/2003 6:01,7.29,18.9,284.2,0.05,0.02592,40.242,0.48972,2.81934,0.92715,0.00992,0.26215,0.1843
2,3.08774 SI,P301,12/7/2003 8:56,7.01,19,213,0.1,0.0099,40.022,0.49572,2.81934,0.8827,0.00992,0.24892,0.18042
2,3.08773 SI,P301,12/8/2003 5:44,7.19,21.3,289,0.06,0.0099,44.514,0.555,2.98241,0.75915,0.00992,0.21511,0.03686
2,4.01974 SI,P301,12/21/2003 2:46,7.93,25.1,350.5,0.01,0.05184,41.28,0.52536,2.78116,0.5124,0.00992,0.19796,0.03686
2,4.01956 SG,P301,12/22/2003 11:40,7.46,25.7,269.42,0.03,0.0099,43.146,0.54504,2.96424,0.50645,0.00992,0.21021,0.03686
2,4.01975 SI,P301,12/24/2003 14:14,7.9,26.5,310.8,0.01,0.07776,42.796,0.5688,2.92123,0.5915,0.01984,0.21952,0.13968
2,4.01976 SI,P301,12/24/2003 15:40,7.53,28,386.92,0.03,0.05184,43.376,0.55884,3.07924,0.61985,0.00992,0.27342,0.23183
2,4.01977 SI,P301,12/24/2003 21:05,7.29,21.9,247.46,0.05,0.04392,32.736,0.4128,2.44398,0.5845,0.03286,0.29498,0.19497
2,4.01978 SI,P301,12/24/2003 22:07,7.13,24.3,307.18,0.07,0.10782,33.524,0.43452,2.77426,0.85785,0.06386,0.36309,0.19497
2,4.01979 SI,P301,12/24/2003 23:06,7.09,23.6,239.08,0.08,0.0918,33.814,0.43344,2.70618,0.79765,0.07316,0.37534,0.14744
2,4.01957 SG,P301,12/30/2003 12:30,7.37,24.3,281.74,0.04,0.0099,38.814,0.48972,2.69123,0.4186,0.00992,0.19502,0.03686
2,4.01958 SG,P301,1/12/2004 16:00,8.05,25.9,333.36,0.01,0.0099,41.648,0.5214,2.94837,0.41265,0.00992,0.19796,0.03686
2,4.01959 SG,P301,1/20/2004 11:00,7.65,26.9,635.56,0.02,0.0099,41.45,0.53124,2.9003,0.4382,0.01984,0.2009,0.03686
2,4.02896 SG,P301,2/4/2004 12:15,7.44,27.4,459.7,0.04,0.0099,45.67,0.55596,2.88627,0.43645,0.00992,0.20384,0.03686
2,5.05219 SG,P301,2/4/2004 12:15,NA,NA,338.76,,0.0099,49.434,0.59448,3.03531,0.43435,0.00992,0.21315,0.0776
2,4.02994 SI,P301,2/16/2004 16:31,6.79,25.3,100,0.16,0.03294,44.154,0.53028,2.70319,0.39375,0.00992,0.18767,0.03686
2,4.02993 SI,P301,2/16/2004 18:03,6.74,25.3,100,0.18,0.0099,42.736,0.51252,2.62016,0.4046,0.00992,0.17836,0.03686
2,4.02897 SG,P301,2/18/2004 16:10,7.22,25.5,558.74,0.06,0.0099,42.538,0.51444,2.57301,0.3801,0.00992,0.17248,0.09215
2,4.0376 SI,P301,2/25/2004 17:42,6.8,27.8,274.18,0.16,0.08982,40.242,0.468,2.29402,0.3514,0.02418,0.20923,0.03686
2,5.05268 SI,P301,2/25/2004 19:53,NA,NA,287.74,,0.10782,39.234,0.47988,2.3621,0.33075,0.0279,0.21315,0.03686
2,4.03761 SI,P301,2/25/2004 21:38,6.79,25.4,309.04,0.16,0.11574,36.938,0.43248,2.11692,0.34965,0.06324,0.245,0.03686
2,5.05269 SI,P301,2/25/2004 23:25,NA,NA,287.94,,0.14868,39.164,0.48384,2.38096,0.3633,0.03906,0.23667,0.20273
2,5.0527 SI,P301,2/26/2004 1:26,NA,NA,281.7,,0.09288,40.71,0.50556,2.50516,0.38815,0.02294,0.23765,0.03686
2,4.03762 SI,P301,3/19/2004 10:00,7.14,32.7,558.12,0.07,0.0099,39.552,0.45912,2.35911,0.66045,0.23312,0.54684,0.03686
2,4.03763 SI,P301,3/19/2004 20:57,7.26,29.6,311.54,0.05,0.0099,38.356,0.43944,2.26803,0.40565,0.00992,0.19159,0.03686
2,4.03764 SI,P301,3/20/2004 18:42,7.15,29,364.92,0.07,0.0099,37.418,0.4296,2.24089,0.4375,0.00992,0.17934,0.03686
2,4.03765 SI,P301,3/21/2004 10:01,6.69,30.2,433.58,0.2,0.02502,43.136,0.62904,2.43616,0.4571,0.00992,0.22736,0.03686
2,4.04468 SI,P301,3/28/2004 3:52,7.31,31.5,272.86,0.05,0.02196,40.402,0.46608,2.32392,0.3318,0.0341,0.18571,0.03686
2,4.04439 SG,P301,4/1/2004 11:10,7.05,36.1,321.3,0.09,0.02898,38.544,0.44436,2.22502,0.56175,0.17422,0.23373,0.03686
2,4.04469 SI,P301,4/1/2004 20:23,NA,NA,321.26,,0.04986,40.84,0.47196,2.28206,0.34055,0.031,0.2009,0.03686
2,4.0444 SG,P301,4/7/2004 14:00,7.36,31.1,311.42,0.04,0.0099,40.262,0.45624,2.35911,0.31675,0.00992,0.18277,0.03686
2,4.04441 SG,P301,4/15/2004 9:40,6.89,32.2,301.42,0.13,0.04086,41.688,0.47592,2.41799,0.27825,0.00992,0.14994,0.03686
2,4.0447 SI,P301,4/15/2004 9:40,6.89,32.2,348.82,0.13,0.0099,41.598,0.474,2.43501,0.30695,0.00992,0.17052,0.03686
2,4.04471 SI,P301,4/17/2004 18:06,7.36,34.5,319.5,0.04,0.02592,41.14,0.46908,2.42995,0.29995,0.04278,0.17738,0.03686
2,4.04442 SG,P301,4/20/2004 8:10,7.22,33.2,313.6,0.06,0.0099,42.198,0.48192,2.51206,0.28735,0.00992,0.17542,0.19885
2,5.00399 SG,P301,4/23/2004 14:40,7.25,33.2,362.9,0.06,0.0648,38.924,0.45024,2.34807,0.3346,0.0527,0.15729,0.03686
2,5.004 SG,P301,4/27/2004 10:40,6.96,35,384.34,0.11,0.0099,40.95,0.474,2.42903,0.30695,0.00992,0.13181,0.0776
2,5.00401 SG,P301,5/4/2004 11:55,7.19,36.5,407.06,0.06,0.0099,43.654,0.5046,2.56703,0.2842,0.00992,0.14896,0.03686
2,5.00402 SG,P301,5/11/2004 9:45,7.07,39.1,419.32,0.09,0.0099,43.516,0.51744,2.55415,0.28525,0.69812,0.31115,0.03686
2,5.00403 SG,P301,5/20/2004 15:20,7.4,37.7,419.42,0.04,0.0099,44.992,0.52536,2.60912,0.28735,0.00992,0.17346,0.03686
2,5.00404 SG,P301,5/26/2004 9:30,7.38,39.5,409.9,0.04,0.0099,45.66,0.53616,2.66317,0.2842,0.00992,0.15092,0.03686
2,5.00405 SG,P301,6/9/2004 11:30,NA,NA,459.86,,0.0099,49.214,0.57672,2.79933,0.3199,0.00992,0.15729,0.03686
2,5.00406 SG,P301,6/22/2004 9:30,7.16,44.7,472.06,0.07,0.0099,51.1,0.5994,2.94423,0.47495,0.00992,0.1764,0.03686
2,5.00411 SG,P301,6/23/2004 16:00,NA,NA,406.22,,0.0099,46.728,0.5046,2.83429,0.26145,0.03472,0.11956,0.03686
2,5.00398 SG,P301,7/9/2004 6:45,7.37,47.7,492.58,0.04,0.03888,54.114,0.6438,3.03232,0.3654,0.00992,0.15729,0.03686
2,5.00407 SG,P301,7/28/2004 9:00,6.87,51.4,531.38,0.13,0.0099,58.666,0.70704,3.15928,0.44135,0.0279,0.23765,0.09215
2,5.0041 SG,P301,8/13/2004 11:55,7.03,55.7,529.42,0.09,0.0099,61.5,0.76128,3.2775,0.5026,0.00992,0.26705,0.26578
2,5.00408 SG,P301,9/1/2004 16:10,6.91,56,644.58,0.12,0.0099,76.92,0.95976,3.67862,0.65835,0.17918,0.39151,0.2134
2,5.00409 SG,P301,9/30/2004 16:40,6.89,67.3,661.76,0.13,0.0099,82.46,1.0368,3.55465,0.62895,0.00992,0.39494,0.19885
2,5.00465 SI,P301,10/17/2004 9:45,7.12,57.9,320.14,0.08,0.468,64.744,0.82848,3.8387,3.78105,1.67214,0.86191,0.03686
2,5.00464 SI,P301,10/17/2004 10:11,6.95,64.4,365.22,0.11,0.03294,71.85,1.03092,3.93875,2.54695,3.09876,0.90405,0.08827
2,5.00462 SG,P301,10/18/2004 10:30,6.74,47.4,309.38,0.18,0.0099,54.674,0.67932,3.4316,2.772,0.00992,0.57036,0.12125
2,5.00017 SG,P301,10/20/2004 9:45,6.97,35.8,242.16,0.11,0.0099,41.44,0.49668,2.9233,1.59145,0.00992,0.46844,0.12513
2,5.00106 SI,P301,10/31/2004 4:07,7.39,35.2,345.42,0.04,0.20052,41.45,0.51048,2.97022,0.70875,0.00992,0.2254,0.03686
2,5.00107 SI,P301,11/7/2004 2:55,7.45,36.2,331.38,0.04,0.0099,41.43,0.51348,3.03531,0.62685,0.00992,0.21609,0.03686
2,5.00108 SG,P301,11/10/2004 14:30,7.19,36,330.96,0.06,0.0099,40.272,0.48288,2.75011,0.4984,0.00992,0.19698,0.03686
2,5.00237 SG,P301,11/22/2004 12:50,7.03,36.3,315.36,0.09,0.0099,42.586,0.52824,2.90927,0.48265,0.00992,0.21315,0.03686
2,5.00238 SG,P301,12/10/2004 12:30,6.51,35.5,310.06,0.31,0.0099,41.838,0.52632,2.82233,0.59325,0.00992,0.21511,0.07372
2,5.00448 SG,P301,12/20/2004 11:15,7.05,31.4,327.14,0.09,0.0099,42.586,0.53124,2.98632,0.4886,0.00992,0.20629,0.03686
2,5.00447 SG,P301,12/28/2004 13:27,7.11,34,307.62,0.08,0.0099,41.678,0.52536,2.65213,0.4305,0.00992,0.2205,0.08827
2,5.03723 SG,P301,1/6/2005 10:00,7.2,35.4,205.88,0.06,0.0099,46.6,0.58656,3.10339,0.63385,0.00992,0.16954,0.03686
2,5.03729 SG,P301,1/12/2005 13:15,6.72,33.9,100,0.19,0.0099,44.902,0.55884,2.74114,0.50855,0.00992,0.23471,0.22504
2,5.03719 SG,P301,2/10/2005 13:00,6.97,37,100,0.11,0.0099,47.278,0.58356,2.96723,0.4641,0.00992,0.17836,0.03686
2,5.03722 SG,P301,2/20/2005 13:45,NA,NA,203.28,,0.0099,45.89,0.5658,2.92123,0.4886,0.00992,0.20384,0.03686
2,5.03744 SG,P301,3/3/2005 13:30,7.39,35.8,247.58,0.04,0.0099,48.126,0.59736,2.89432,0.5873,0.00992,0.18571,0.03686
2,5.03772 SG,P301,3/15/2005 13:45,7.21,31.9,274.42,0.06,0.0099,42.886,0.52536,2.553,0.44135,0.00992,0.17444,0.03686
2,5.03798 SI,P301,3/19/2005 8:45,6.93,35.6,307.82,0.12,0.0099,43.246,0.53124,2.52517,0.6041,0.00992,0.18767,0.03686
2,5.03773 SG,P301,3/22/2005 13:15,6.85,30,100,0.14,0.0099,36.778,0.468,1.87979,0.40985,0.06696,0.24794,0.16975
2,5.03774 SG,P301,3/29/2005 13:22,7.17,36,262,0.07,0.0099,42.038,0.5214,2.461,0.4522,0.00992,0.17542,0.03686
2,5.03775 SG,P301,4/4/2005 14:00,7.1,36.5,297.12,0.08,0.0099,41.37,0.51348,2.47319,0.45395,0.00992,0.17934,0.03686
2,5.03776 SG,P301,4/7/2005 10:30,NA,19.9,278.28,,0.0099,41.1,0.50856,2.40005,0.4354,0.00992,0.18669,0.03686
2,5.0405 SI,P301,4/11/2005 21:14,7.1,0.11,285.06,0.08,0.0099,42.796,0.51744,2.47411,0.51835,0.00992,0.17542,0.03686
2,5.04123 SG,P301,4/12/2005 12:30,7.03,31.4,,0.09,0.0099,44.044,0.52332,2.49504,0.4522,0.00992,0.19698,0.03686
2,5.04051 SI,P301,4/17/2005 11:48,7.16,27.5,100,0.07,0.0099,40.68,0.48876,2.34094,0.42945,0.00992,0.15925,0.03686
2,5.04124 SG,P301,4/20/2005 13:40,NA,27.3,,,0.0099,41.4,0.49176,2.37797,0.4088,0.00992,0.15386,0.03686
2,5.04052 SI,P301,4/23/2005 18:30,6.87,33.4,100,0.13,0.0099,40.56,0.48588,2.32898,0.41965,0.00992,0.15925,0.03686
2,5.04053 SI,P301,4/24/2005 5:29,7.11,33.6,319.86,0.08,0.0099,40.412,0.48684,2.32691,0.43435,0.00992,0.17934,0.47142
2,5.04125 SG,P301,4/26/2005 12:30,7.11,35.1,,0.08,0.0099,41.648,0.48972,2.36302,0.4039,0.00992,0.16219,0.03686
2,5.04207 SI,P301,5/1/2005 13:25,6.47,35.4,267.66,0.34,0.0099,34.104,0.4296,2.07184,0.3633,0.07316,0.24892,0.03686
2,5.04222 SI,P301,5/2/2005 10:08,6.88,30.1,264.68,0.13,0.0099,35.68,0.44628,2.22502,0.4424,0.00992,0.17738,0.03686
2,5.04214 SI,P301,5/2/2005 18:48,NA,NA,201.16,,0.0099,37.168,0.55992,2.22088,0.4018,0.00992,0.19796,0.08827
2,5.04209 SG,P301,5/4/2005 10:26,6.88,30,265.32,0.13,0.0099,35.172,0.43848,2.24089,0.41755,0.00992,0.1764,0.03686
2,5.05292 SI,P301,5/5/2005 16:43,6.96,25.9,100,0.11,0.0099,32.238,0.4236,1.82275,0.29715,0.00992,0.21952,0.03686
2,5.05293 SI,P301,5/9/2005 1:31,7.01,25.5,209.4,0.1,0.0099,32.108,0.41964,1.8538,0.31885,0.00992,0.19698,0.07372
2,5.05294 SI,P301,5/9/2005 9:31,7.04,24.7,200.96,0.09,0.0099,31.328,0.41676,1.6146,0.28525,0.00992,0.20629,0.03686
2,5.05232 SG,P301,5/10/2005 10:37,6.9,26.9,226.96,0.13,0.0099,34.104,0.4266,1.92993,0.39095,0.00992,0.21952,0.03686
2,5.05316 SI,P301,5/16/2005 12:00,7.28,29.8,100,0.05,0.0099,30.76,0.40092,1.61161,0.30415,0.0217,0.18081,0.03686
2,5.05241 SG,P301,5/17/2005 14:20,7.27,25.3,210.54,0.05,0.0099,32.936,0.40584,1.88186,0.33565,0.00992,0.20286,0.03686
2,5.0422 SI,P301,5/22/2005 13:43,7.26,25.5,224.34,0.05,0.0099,31.598,0.38508,1.9688,0.3416,0.0961,0.15925,0.03686
2,5.0421 SG,P301,5/26/2005 12:37,7.05,26.5,217.24,0.09,0.0099,33.086,0.40776,2.05298,0.34265,0.00992,0.16856,0.03686
2,5.0534 SI,P301,5/27/2005 17:11,NA,26.6,247.64,,0.0099,35.002,0.44136,2.07897,0.3276,0.00992,0.14798,0.03686
2,5.05341 SI,P301,6/1/2005 6:10,7.06,29.2,267.54,0.09,0.0099,39.532,0.51348,2.31702,0.36225,0.04278,0.15484,0.03686
2,5.05255 SG,P301,6/2/2005 11:30,6.76,29.5,249.22,0.17,0.0099,38.216,0.468,2.26297,0.32375,0.00992,0.13769,0.03686
2,5.05343 SI,P301,6/2/2005 18:35,NA,NA,265.56,,0.0099,39.822,0.50364,2.40511,0.32095,0.00992,0.13377,0.03686
2,5.05344 SI,P301,6/3/2005 16:35,NA,NA,269.78,,0.0099,40.212,0.5184,2.461,0.3269,0.00992,0.13377,0.03686
2,5.05261 SG,P301,6/7/2005 13:50,6.92,29.5,297.02,0.12,0.0099,39.304,0.48192,2.461,0.31395,0.00992,0.13377,0.0776
2,5.05395 SG,P301,6/16/2005 9:40,7.11,34.1,333.42,0.08,0.0099,45.342,0.56388,2.70618,0.29995,0.00992,0.147,0.03686
2,5.05403 SG,P301,6/24/2005 13:15,6.91,33.9,361.5,0.12,0.0099,47.118,0.5796,2.95136,0.5173,0.00992,0.15386,0.12901
2,5.05409 SG,P301,6/30/2005 15:50,7.05,37.1,368.28,0.09,0.0099,49.204,0.60528,2.9302,0.31675,0.00992,0.16611,0.38703
2,5.0542 SG,P301,7/21/2005 11:50,7.04,41.9,410.92,0.09,0.0099,55.792,0.68436,3.29935,0.43925,0.00992,0.16023,0.09991
2,6.00289 SG,P301,8/3/2005 16:30,6.83,51.3,100,0.15,0.0099,6.588,0.948,0,0.04935,0.05022,0,0.24347
2,5.05437 SG,P301,8/18/2005 12:20,7.04,45,479.86,0.09,0.0099,61.012,0.78108,3.49163,0.5873,0.00992,0.19257,0.12901
2,5.05442 SG,P301,9/6/2005 13:55,6.75,43.6,464.36,0.18,0.0099,61.92,0.77616,3.5765,0.4956,0.00992,0.20825,0.07372
2,6.0029 SG,P301,9/27/2005 11:05,NA,46.4,100,,0.0099,6.508,0.99732,0,0,0.03472,0,0.25026
2,6.00291 SG,P301,10/27/2005 12:50,7.02,44.2,424.58,0.1,0.0099,48.974,0.69816,3.37755,0.87955,0.00992,0.26852,0.27645
2,6.00292 SG,P301,11/16/2005 12:40,6.97,48.4,419.74,0.11,0.0099,46.02,0.66756,3.38238,0.5915,0.03782,0.21854,0.20661
2,6.00293 SG,P301,11/29/2005 14:31,7.11,44.3,378.32,0.08,0.0099,41.48,0.60036,3.23242,0.763,0.02914,0.20825,0.25802
